ShipName(String),ShipAddress(String),ShipCity(String),ShipRegion(String),ShipPostalCode(String),ShipCountry(String),CustomerID(String),Customers.CompanyName(String),Address(String),City(String),Region(String),PostalCode(String),Country(String),Salesperson(String),OrderID(Integer),OrderDate(DateTime),RequiredDate(DateTime),ShippedDate(DateTime),Shippers.CompanyName(String),ProductID(Integer),ProductName(String),UnitPrice(Float),Quantity(Integer),Discount(Float),ExtendedPrice(Float),Freight(Float)
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10514,5/23/1995 12:00:00 AM,6/20/1995 12:00:00 AM,6/16/1995 12:00:00 AM,United Package,75,Rhönbräu Klosterbier,7.75,50,0,387.5,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10514,5/23/1995 12:00:00 AM,6/20/1995 12:00:00 AM,6/16/1995 12:00:00 AM,United Package,65,Louisiana Fiery Hot Pepper Sauce,21.05,39,0,820.95,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10514,5/23/1995 12:00:00 AM,6/20/1995 12:00:00 AM,6/16/1995 12:00:00 AM,United Package,56,Gnocchi di nonna Alice,38,70,0,2660,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10514,5/23/1995 12:00:00 AM,6/20/1995 12:00:00 AM,6/16/1995 12:00:00 AM,United Package,28,Rössle Sauerkraut,45.6,35,0,1596,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10514,5/23/1995 12:00:00 AM,6/20/1995 12:00:00 AM,6/16/1995 12:00:00 AM,United Package,20,Sir Rodney's Marmalade,81,39,0,3159,789.95
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10571,7/18/1995 12:00:00 AM,8/29/1995 12:00:00 AM,8/4/1995 12:00:00 AM,Federal Shipping,42,Singaporean Hokkien Fried Mee,14,28,0.15,333.2,26.06
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10571,7/18/1995 12:00:00 AM,8/29/1995 12:00:00 AM,8/4/1995 12:00:00 AM,Federal Shipping,14,Tofu,23.25,11,0.15,217.39,26.06
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Andrew Fuller,10595,8/10/1995 12:00:00 AM,9/7/1995 12:00:00 AM,8/14/1995 12:00:00 AM,Speedy Express,35,Steeleye Stout,18,30,0.25,405,96.78
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Andrew Fuller,10595,8/10/1995 12:00:00 AM,9/7/1995 12:00:00 AM,8/14/1995 12:00:00 AM,Speedy Express,61,Sirop d'érable,28.5,120,0.25,2565,96.78
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Andrew Fuller,10595,8/10/1995 12:00:00 AM,9/7/1995 12:00:00 AM,8/14/1995 12:00:00 AM,Speedy Express,69,Gudbrandsdalsost,36,65,0.25,1755,96.78
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10633,9/15/1995 12:00:00 AM,10/13/1995 12:00:00 AM,9/18/1995 12:00:00 AM,Federal Shipping,62,Tarte au sucre,49.3,80,0.15,3352.4,477.9
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10633,9/15/1995 12:00:00 AM,10/13/1995 12:00:00 AM,9/18/1995 12:00:00 AM,Federal Shipping,13,Konbu,6,13,0.15,66.3,477.9
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10633,9/15/1995 12:00:00 AM,10/13/1995 12:00:00 AM,9/18/1995 12:00:00 AM,Federal Shipping,12,Queso Manchego La Pastora,38,36,0.15,1162.8,477.9
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10633,9/15/1995 12:00:00 AM,10/13/1995 12:00:00 AM,9/18/1995 12:00:00 AM,Federal Shipping,26,Gumbär Gummibärchen,31.23,35,0.15,929.09,477.9
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10667,10/13/1995 12:00:00 AM,11/10/1995 12:00:00 AM,10/20/1995 12:00:00 AM,Speedy Express,71,Fløtemysost,21.5,14,0.2,240.8,78.09
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10667,10/13/1995 12:00:00 AM,11/10/1995 12:00:00 AM,10/20/1995 12:00:00 AM,Speedy Express,69,Gudbrandsdalsost,36,45,0.2,1296,78.09
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,10698,11/9/1995 12:00:00 AM,12/7/1995 12:00:00 AM,11/17/1995 12:00:00 AM,Speedy Express,29,Thüringer Rostbratwurst,123.79,12,0.05,1411.21,272.47
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,10698,11/9/1995 12:00:00 AM,12/7/1995 12:00:00 AM,11/17/1995 12:00:00 AM,Speedy Express,11,Queso Cabrales,21,15,0,315,272.47
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,10698,11/9/1995 12:00:00 AM,12/7/1995 12:00:00 AM,11/17/1995 12:00:00 AM,Speedy Express,70,Outback Lager,15,8,0.05,114,272.47
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,10698,11/9/1995 12:00:00 AM,12/7/1995 12:00:00 AM,11/17/1995 12:00:00 AM,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,21.05,65,0.05,1299.84,272.47
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,10698,11/9/1995 12:00:00 AM,12/7/1995 12:00:00 AM,11/17/1995 12:00:00 AM,Speedy Express,17,Alice Mutton,39,8,0.05,296.4,272.47
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Michael Suyama,10764,1/3/1996 12:00:00 AM,1/31/1996 12:00:00 AM,1/8/1996 12:00:00 AM,Federal Shipping,39,Chartreuse verte,18,130,0.1,2106,145.45
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Michael Suyama,10764,1/3/1996 12:00:00 AM,1/31/1996 12:00:00 AM,1/8/1996 12:00:00 AM,Federal Shipping,3,Aniseed Syrup,10,20,0.1,180,145.45
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Anne Dodsworth,10771,1/10/1996 12:00:00 AM,2/7/1996 12:00:00 AM,2/2/1996 12:00:00 AM,United Package,71,Fløtemysost,21.5,16,0,344,11.19
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10773,1/11/1996 12:00:00 AM,2/8/1996 12:00:00 AM,1/16/1996 12:00:00 AM,Federal Shipping,31,Gorgonzola Telino,12.5,70,0.2,700,96.43
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10773,1/11/1996 12:00:00 AM,2/8/1996 12:00:00 AM,1/16/1996 12:00:00 AM,Federal Shipping,75,Rhönbräu Klosterbier,7.75,7,0.2,43.4,96.43
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10773,1/11/1996 12:00:00 AM,2/8/1996 12:00:00 AM,1/16/1996 12:00:00 AM,Federal Shipping,17,Alice Mutton,39,33,0,1287,96.43
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10776,1/15/1996 12:00:00 AM,2/12/1996 12:00:00 AM,1/18/1996 12:00:00 AM,Federal Shipping,51,Manjimup Dried Apples,53,120,0.05,6042,351.53
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10776,1/15/1996 12:00:00 AM,2/12/1996 12:00:00 AM,1/18/1996 12:00:00 AM,Federal Shipping,45,Røgede sild,9.5,27,0.05,243.67,351.53
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10776,1/15/1996 12:00:00 AM,2/12/1996 12:00:00 AM,1/18/1996 12:00:00 AM,Federal Shipping,42,Singaporean Hokkien Fried Mee,14,12,0.05,159.6,351.53
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10776,1/15/1996 12:00:00 AM,2/12/1996 12:00:00 AM,1/18/1996 12:00:00 AM,Federal Shipping,31,Gorgonzola Telino,12.5,16,0.05,190,351.53
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10795,1/24/1996 12:00:00 AM,2/21/1996 12:00:00 AM,2/20/1996 12:00:00 AM,United Package,16,Pavlova,17.45,65,0,1134.25,126.66
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10795,1/24/1996 12:00:00 AM,2/21/1996 12:00:00 AM,2/20/1996 12:00:00 AM,United Package,17,Alice Mutton,39,35,0.25,1023.75,126.66
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10836,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/21/1996 12:00:00 AM,Speedy Express,35,Steeleye Stout,18,6,0,108,411.88
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10836,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/21/1996 12:00:00 AM,Speedy Express,57,Ravioli Angelo,19.5,24,0,468,411.88
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10836,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/21/1996 12:00:00 AM,Speedy Express,64,Wimmers gute Semmelknödel,33.25,30,0,997.5,411.88
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10836,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/21/1996 12:00:00 AM,Speedy Express,22,Gustaf's Knäckebröd,21,52,0,1092,411.88
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,10836,2/16/1996 12:00:00 AM,3/15/1996 12:00:00 AM,2/21/1996 12:00:00 AM,Speedy Express,60,Camembert Pierrot,34,60,0,2040,411.88
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10854,2/27/1996 12:00:00 AM,3/26/1996 12:00:00 AM,3/7/1996 12:00:00 AM,United Package,10,Ikura,31,100,0.15,2635,100.22
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10854,2/27/1996 12:00:00 AM,3/26/1996 12:00:00 AM,3/7/1996 12:00:00 AM,United Package,13,Konbu,6,65,0.15,331.5,100.22
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10895,3/20/1996 12:00:00 AM,4/17/1996 12:00:00 AM,3/25/1996 12:00:00 AM,Speedy Express,24,Guaraná Fantástica,4.5,110,0,495,162.75
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10895,3/20/1996 12:00:00 AM,4/17/1996 12:00:00 AM,3/25/1996 12:00:00 AM,Speedy Express,39,Chartreuse verte,18,45,0,810,162.75
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10895,3/20/1996 12:00:00 AM,4/17/1996 12:00:00 AM,3/25/1996 12:00:00 AM,Speedy Express,40,Boston Crab Meat,18.4,91,0,1674.4,162.75
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Janet Leverling,10895,3/20/1996 12:00:00 AM,4/17/1996 12:00:00 AM,3/25/1996 12:00:00 AM,Speedy Express,60,Camembert Pierrot,34,100,0,3400,162.75
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10968,4/22/1996 12:00:00 AM,5/20/1996 12:00:00 AM,5/1/1996 12:00:00 AM,Federal Shipping,12,Queso Manchego La Pastora,38,30,0,1140,74.6
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10968,4/22/1996 12:00:00 AM,5/20/1996 12:00:00 AM,5/1/1996 12:00:00 AM,Federal Shipping,64,Wimmers gute Semmelknödel,33.25,4,0,133,74.6
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Nancy Davolio,10968,4/22/1996 12:00:00 AM,5/20/1996 12:00:00 AM,5/1/1996 12:00:00 AM,Federal Shipping,24,Guaraná Fantástica,4.5,30,0,135,74.6
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10979,4/25/1996 12:00:00 AM,5/23/1996 12:00:00 AM,4/30/1996 12:00:00 AM,United Package,31,Gorgonzola Telino,12.5,24,0,300,353.07
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10979,4/25/1996 12:00:00 AM,5/23/1996 12:00:00 AM,4/30/1996 12:00:00 AM,United Package,63,Vegie-spread,43.9,35,0,1536.5,353.07
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10979,4/25/1996 12:00:00 AM,5/23/1996 12:00:00 AM,4/30/1996 12:00:00 AM,United Package,27,Schoggi Schokolade,43.9,30,0,1317,353.07
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10979,4/25/1996 12:00:00 AM,5/23/1996 12:00:00 AM,4/30/1996 12:00:00 AM,United Package,24,Guaraná Fantástica,4.5,80,0,360,353.07
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10979,4/25/1996 12:00:00 AM,5/23/1996 12:00:00 AM,4/30/1996 12:00:00 AM,United Package,12,Queso Manchego La Pastora,38,20,0,760,353.07
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Laura Callahan,10979,4/25/1996 12:00:00 AM,5/23/1996 12:00:00 AM,4/30/1996 12:00:00 AM,United Package,7,Uncle Bob's Organic Dried Pears,30,18,0,540,353.07
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Andrew Fuller,10990,5/1/1996 12:00:00 AM,6/12/1996 12:00:00 AM,5/7/1996 12:00:00 AM,Federal Shipping,55,Pâté chinois,24,65,0.15,1326,117.61
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Andrew Fuller,10990,5/1/1996 12:00:00 AM,6/12/1996 12:00:00 AM,5/7/1996 12:00:00 AM,Federal Shipping,21,Sir Rodney's Scones,10,65,0,650,117.61
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Andrew Fuller,10990,5/1/1996 12:00:00 AM,6/12/1996 12:00:00 AM,5/7/1996 12:00:00 AM,Federal Shipping,34,Sasquatch Ale,14,60,0.15,714,117.61
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Andrew Fuller,10990,5/1/1996 12:00:00 AM,6/12/1996 12:00:00 AM,5/7/1996 12:00:00 AM,Federal Shipping,61,Sirop d'érable,28.5,66,0.15,1598.85,117.61
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,11008,5/8/1996 12:00:00 AM,6/5/1996 12:00:00 AM,,Federal Shipping,71,Fløtemysost,21.5,21,0,451.5,79.46
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,11008,5/8/1996 12:00:00 AM,6/5/1996 12:00:00 AM,,Federal Shipping,34,Sasquatch Ale,14,90,0.05,1197,79.46
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Robert King,11008,5/8/1996 12:00:00 AM,6/5/1996 12:00:00 AM,,Federal Shipping,28,Rössle Sauerkraut,45.6,70,0.05,3032.4,79.46
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Anne Dodsworth,11017,5/13/1996 12:00:00 AM,6/10/1996 12:00:00 AM,5/20/1996 12:00:00 AM,United Package,3,Aniseed Syrup,10,25,0,250,754.26
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Anne Dodsworth,11017,5/13/1996 12:00:00 AM,6/10/1996 12:00:00 AM,5/20/1996 12:00:00 AM,United Package,70,Outback Lager,15,30,0,450,754.26
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Anne Dodsworth,11017,5/13/1996 12:00:00 AM,6/10/1996 12:00:00 AM,5/20/1996 12:00:00 AM,United Package,59,Raclette Courdavault,55,110,0,6050,754.26
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,11072,6/4/1996 12:00:00 AM,7/2/1996 12:00:00 AM,,United Package,2,Chang,19,8,0,152,258.64
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,11072,6/4/1996 12:00:00 AM,7/2/1996 12:00:00 AM,,United Package,41,Jack's New England Clam Chowder,9.65,40,0,386,258.64
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,11072,6/4/1996 12:00:00 AM,7/2/1996 12:00:00 AM,,United Package,64,Wimmers gute Semmelknödel,33.25,130,0,4322.5,258.64
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Margaret Peacock,11072,6/4/1996 12:00:00 AM,7/2/1996 12:00:00 AM,,United Package,50,Valkoinen suklaa,16.25,22,0,357.5,258.64
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Margaret Peacock,10347,12/7/1994 12:00:00 AM,1/4/1995 12:00:00 AM,12/9/1994 12:00:00 AM,Federal Shipping,75,Rhönbräu Klosterbier,6.2,6,0.15,31.62,3.1
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Margaret Peacock,10347,12/7/1994 12:00:00 AM,1/4/1995 12:00:00 AM,12/9/1994 12:00:00 AM,Federal Shipping,39,Chartreuse verte,14.4,50,0.15,612,3.1
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Margaret Peacock,10347,12/7/1994 12:00:00 AM,1/4/1995 12:00:00 AM,12/9/1994 12:00:00 AM,Federal Shipping,40,Boston Crab Meat,14.7,4,0,58.8,3.1
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Margaret Peacock,10347,12/7/1994 12:00:00 AM,1/4/1995 12:00:00 AM,12/9/1994 12:00:00 AM,Federal Shipping,25,NuNuCa Nuß-Nougat-Creme,11.2,10,0,112,3.1
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Anne Dodsworth,10386,1/18/1995 12:00:00 AM,2/1/1995 12:00:00 AM,1/25/1995 12:00:00 AM,Federal Shipping,34,Sasquatch Ale,11.2,10,0,112,13.99
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Anne Dodsworth,10386,1/18/1995 12:00:00 AM,2/1/1995 12:00:00 AM,1/25/1995 12:00:00 AM,Federal Shipping,24,Guaraná Fantástica,3.6,15,0,54,13.99
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Andrew Fuller,10414,2/14/1995 12:00:00 AM,3/14/1995 12:00:00 AM,2/17/1995 12:00:00 AM,Federal Shipping,19,Teatime Chocolate Biscuits,7.3,18,0.05,124.83,21.48
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Andrew Fuller,10414,2/14/1995 12:00:00 AM,3/14/1995 12:00:00 AM,2/17/1995 12:00:00 AM,Federal Shipping,33,Geitost,2,50,0,100,21.48
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Robert King,10512,5/22/1995 12:00:00 AM,6/19/1995 12:00:00 AM,5/25/1995 12:00:00 AM,United Package,60,Camembert Pierrot,34,12,0.15,346.8,3.53
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Robert King,10512,5/22/1995 12:00:00 AM,6/19/1995 12:00:00 AM,5/25/1995 12:00:00 AM,United Package,47,Zaanse koeken,9.5,6,0.15,48.45,3.53
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Robert King,10512,5/22/1995 12:00:00 AM,6/19/1995 12:00:00 AM,5/25/1995 12:00:00 AM,United Package,24,Guaraná Fantástica,4.5,10,0.15,38.25,3.53
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Robert King,10512,5/22/1995 12:00:00 AM,6/19/1995 12:00:00 AM,5/25/1995 12:00:00 AM,United Package,46,Spegesild,12,9,0.15,91.8,3.53
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Janet Leverling,10581,7/27/1995 12:00:00 AM,8/24/1995 12:00:00 AM,8/2/1995 12:00:00 AM,Speedy Express,75,Rhönbräu Klosterbier,7.75,50,0.2,310,3.01
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Steven Buchanan,10650,9/29/1995 12:00:00 AM,10/27/1995 12:00:00 AM,10/4/1995 12:00:00 AM,Federal Shipping,54,Tourtière,7.45,30,0,223.5,176.81
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Steven Buchanan,10650,9/29/1995 12:00:00 AM,10/27/1995 12:00:00 AM,10/4/1995 12:00:00 AM,Federal Shipping,53,Perth Pasties,32.8,25,0.05,779,176.81
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Steven Buchanan,10650,9/29/1995 12:00:00 AM,10/27/1995 12:00:00 AM,10/4/1995 12:00:00 AM,Federal Shipping,30,Nord-Ost Matjeshering,25.89,30,0,776.7,176.81
Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",São Paulo,SP,05442-030,Brazil,Margaret Peacock,10725,12/1/1995 12:00:00 AM,12/29/1995 12:00:00 AM,12/6/1995 12:00:00 AM,Federal Shipping,52,Filo Mix,7,4,0,28,10.83
